i,t_v,tensión(V)
0,1668002683.646727,+1.72427000E-04

0,1668002684.1767218,+1.74936000E-04

0,1668002684.6967165,+1.76580000E-04

0,1668002685.2167115,+1.75311000E-04

0,1668002685.7467062,+1.77861000E-04

0,1668002686.2667007,+1.78131000E-04

0,1668002686.7966955,+1.75144000E-04

0,1668002687.3206904,+1.76768000E-04

0,1668002687.8406854,+1.82201000E-04

0,1668002688.37068,+1.80515000E-04

0,1668002688.9006748,+1.81556000E-04

0,1668002689.4206696,+1.78464000E-04

0,1668002689.9506643,+1.81597000E-04

0,1668002690.470659,+1.82503000E-04

0,1668002690.997654,+1.81295000E-04

0,1668002691.5206497,+1.83981000E-04

0,1668002692.0506442,+1.83346000E-04

0,1668002692.5706391,+1.82211000E-04

0,1668002693.1006339,+1.83970000E-04

0,1668002693.6206286,+1.85677000E-04

0,1668002694.1506233,+1.85448000E-04

0,1668002694.670618,+1.85802000E-04

0,1668002695.2006128,+1.86406000E-04

0,1668002695.7306075,+1.88633000E-04

0,1668002696.2506022,+1.88488000E-04

0,1668002696.780597,+1.89164000E-04

0,1668002697.300592,+1.89966000E-04

0,1668002697.8305867,+1.90642000E-04

0,1668002698.3505812,+1.88654000E-04

