i,t_v,tensión(V)

0,1668008113.695159,+9.69595000E-04

0,1668008114.2151484,+9.69449000E-04

0,1668008114.745138,+9.69532000E-04

0,1668008115.2651277,+9.69699000E-04

0,1668008115.7951171,+9.69355000E-04

0,1668008116.3161066,+9.69813000E-04

0,1668008116.8460958,+9.69720000E-04

0,1668008117.3760855,+9.69522000E-04

0,1668008117.896075,+9.69782000E-04

0,1668008118.4260645,+9.69584000E-04

0,1668008118.946054,+9.69449000E-04

0,1668008119.4760435,+9.69709000E-04

0,1668008119.996033,+9.69584000E-04

0,1668008120.5260224,+9.69282000E-04

0,1668008121.046012,+9.69272000E-04

0,1668008121.5760012,+9.69449000E-04

0,1668008122.103991,+9.68991000E-04

0,1668008122.6309805,+9.69001000E-04

0,1668008123.1509702,+9.69022000E-04

0,1668008123.6809595,+9.68897000E-04

0,1668008124.2009492,+9.68783000E-04

0,1668008124.7309387,+9.68731000E-04

0,1668008125.260928,+9.68710000E-04

0,1668008125.7809174,+9.68929000E-04

0,1668008126.3049076,+9.68887000E-04

0,1668008126.8348968,+9.69137000E-04

0,1668008127.3648863,+9.69064000E-04

0,1668008127.8848758,+9.69064000E-04

